ds,yhat,State
2023-12-27,200090682.83991617,Louisiana
2023-12-28,179433553.5162764,Louisiana
2023-12-29,183823851.041704,Louisiana
2023-12-30,191211857.60323521,Louisiana
2023-12-31,183834698.99130172,Louisiana
2024-01-01,186594655.6795256,Louisiana
2024-01-02,184506301.23340088,Louisiana
2024-01-03,199342581.53505242,Louisiana
2024-01-04,178080808.49659434,Louisiana
2024-01-05,181889979.93613592,Louisiana
2024-01-06,188736503.40025032,Louisiana
2024-01-07,180872453.57482907,Louisiana
2024-01-08,183213451.77180472,Louisiana
2024-01-09,180785421.77684182,Louisiana
2024-01-10,195370346.67044124,Louisiana
2024-01-11,173952009.6259144,Louisiana
2024-01-12,177703137.62559888,Louisiana
2024-01-13,184591030.8743885,Louisiana
2024-01-14,176865810.13364086,Louisiana
2024-01-15,179438370.55381325,Louisiana
2024-01-16,177327293.90009624,Louisiana
2024-01-17,192304838.975515,Louisiana
2024-01-18,171342986.1706024,Louisiana
2024-01-19,175600945.94609877,Louisiana
2024-01-20,183031203.10355505,Louisiana
2024-01-21,175868216.6761778,Louisiana
2024-01-22,179006850.52324903,Louisiana
2024-01-23,177449772.32143316,Louisiana
2024-01-24,192953926.26902694,Louisiana
2024-01-25,172477041.07613704,Louisiana
2024-01-26,177165569.2515822,Louisiana
2024-01-27,184961116.7045134,Louisiana
2024-01-28,178089470.9970594,Louisiana
2023-12-04,48179449.87497819,Maine
2023-12-05,46805377.79072568,Maine
2023-12-06,50444775.97561829,Maine
2023-12-07,45802123.763008274,Maine
2023-12-08,47236413.62206098,Maine
2023-12-09,49131944.10551128,Maine
2023-12-10,48195771.03226333,Maine
2023-12-11,48387891.055091165,Maine
2023-12-12,47142914.35234616,Maine
2023-12-13,50911503.33589814,Maine
2023-12-14,46394112.0208238,Maine
2023-12-15,47945845.62539892,Maine
2023-12-16,49947367.58016631,Maine
2023-12-17,49102455.83241962,Maine
2023-12-18,49368279.61812391,Maine
2023-12-19,48177150.84574808,Maine
2023-12-20,51978024.84459529,Maine
2023-12-21,47470283.4969645,Maine
2023-12-22,49008619.253225006,Maine
2023-12-23,50973946.72097115,Maine
2023-12-24,50070943.818884484,Maine
2023-12-25,50258294.35337375,Maine
2023-12-26,48970387.40645729,Maine
2023-12-27,52658750.04552801,Maine
2023-12-28,48025748.59144738,Maine
2023-12-29,49429379.54891634,Maine
2023-12-30,51254079.80373782,Maine
2023-12-31,50208161.20822651,Maine
2024-01-01,50253944.668604665,Maine
2024-01-02,48829352.402114,Maine
2024-01-03,52389238.08272193,Maine
2024-01-04,47638993.15132729,Maine
2024-01-05,48939253.17723286,Maine
2024-01-06,50676636.31937249,Maine
2024-01-07,49561121.04339868,Maine
2024-01-08,49556139.77687684,Maine
2024-01-09,48100148.22728709,Maine
2024-01-10,51647950.60079431,Maine
2024-01-11,46904318.96589555,Maine
2024-01-12,48228730.07150666,Maine
2024-01-13,50006150.56596796,Maine
2024-01-14,48944476.18356933,Maine
2024-01-15,49004699.55358994,Maine
2024-01-16,47622563.9575705,Maine
2024-01-17,51249980.57444816,Maine
2024-01-18,46588744.54530151,Maine
2024-01-19,47995370.12902543,Maine
2024-01-20,49851972.824495845,Maine
2024-01-21,48863801.01564302,Maine
2024-01-22,48989488.935523406,Maine
2024-01-23,47662785.65393056,Maine
2024-01-24,51334035.32378866,Maine
2024-01-25,46703942.09784849,Maine
2024-01-26,48128438.50953772,Maine
2024-01-27,49989584.20084439,Maine
2024-01-28,48993097.07546399,Maine
2023-12-04,163284442.83506593,Maryland
2023-12-05,158727526.44490105,Maryland
2023-12-06,171465314.95782632,Maryland
2023-12-07,153819824.3051897,Maryland
2023-12-08,156334111.27962068,Maryland
2023-12-09,161601674.16278785,Maryland
2023-12-10,160642802.64339212,Maryland
2023-12-11,161715422.64825848,Maryland
2023-12-12,157779825.05060795,Maryland
2023-12-13,171188454.19850162,Maryland
2023-12-14,154243124.60686076,Maryland
2023-12-15,157465890.7167955,Maryland
2023-12-16,163429045.63370076,Maryland
2023-12-17,163132071.82600898,Maryland
2023-12-18,164813072.50000253,Maryland
2023-12-19,161414056.18427074,Maryland
2023-12-20,175271234.97157073,Maryland
2023-12-21,158672690.63525292,Maryland
2023-12-22,162129621.16325745,Maryland
2023-12-23,168206633.36389336,Maryland
2023-12-24,167898896.657889,Maryland
2023-12-25,169443681.50225696,Maryland
2023-12-26,165785652.45212597,Maryland
2023-12-27,179267076.5770477,Maryland
2023-12-28,162185304.5007735,Maryland
2023-12-29,165063742.33888763,Maryland
2023-12-30,170481788.43181524,Maryland
2023-12-31,169451560.49015436,Maryland
2024-01-01,170228949.0630202,Maryland
2024-01-02,165778381.38752443,Maryland
2024-01-03,178462471.5811521,Maryland
2024-01-04,160598930.4366974,Maryland
2024-01-05,162730969.377983,Maryland
2024-01-06,167456688.5820955,Maryland
2024-01-07,165805290.3619927,Maryland
2024-01-08,166047668.1284029,Maryland
2024-01-09,161160767.91914356,Maryland
2024-01-10,173516909.55148852,Maryland
2024-01-11,155440449.60343817,Maryland
2024-01-12,157478027.3366949,Maryland
2024-01-13,162227887.5520844,Maryland
2024-01-14,160716122.78670004,Maryland
2024-01-15,161207383.7868711,Maryland
2024-01-16,156669451.21929395,Maryland
2024-01-17,169462849.127398,Maryland
2024-01-18,151897873.47332355,Maryland
2024-01-19,154505265.95546508,Maryland
2024-01-20,159866014.43568283,Maryland
2024-01-21,158988108.3656795,Maryland
2024-01-22,160117783.16984612,Maryland
2024-01-23,156204631.04752922,Maryland
2024-01-24,169591743.12845638,Maryland
2024-01-25,152573241.11647648,Maryland
2024-01-26,155665414.21482727,Maryland
2024-01-27,161436929.48402163,Maryland
2024-01-28,160885932.42920336,Maryland
2023-12-04,188246457.5891673,Massachusetts
2023-12-05,184150884.8221089,Massachusetts
2023-12-06,196446799.00794196,Massachusetts
2023-12-07,178147221.64976197,Massachusetts
2023-12-08,183382904.64227343,Massachusetts
2023-12-09,190485293.7779992,Massachusetts
2023-12-10,185339400.68191096,Massachusetts
2023-12-11,188032678.4243818,Massachusetts
2023-12-12,184542057.96852562,Massachusetts
2023-12-13,197459362.27807015,Massachusetts
2023-12-14,179777592.55529064,Massachusetts
2023-12-15,185607606.35658967,Massachusetts
2023-12-16,193261668.25092128,Massachusetts
2023-12-17,188606885.12627175,Massachusetts
2023-12-18,191714605.1821029,Massachusetts
2023-12-19,188547922.77931628,Massachusetts
2023-12-20,201687492.63926542,Massachusetts
2023-12-21,184118136.55699024,Massachusetts
2023-12-22,189945753.42235556,Massachusetts
2023-12-23,197481006.85792446,Massachusetts
2023-12-24,192592798.99862018,Massachusetts
2023-12-25,195357608.7356096,Massachusetts
2023-12-26,191746838.76313233,Massachusetts
2023-12-27,204352379.88980737,Massachusetts
2023-12-28,186172883.40580526,Massachusetts
2023-12-29,191330262.34733203,Massachusetts
2023-12-30,198152908.1434844,Massachusetts
2023-12-31,192528645.1079305,Massachusetts
2024-01-01,194553516.3983337,Massachusetts
2024-01-02,190218561.98438886,Massachusetts
2024-01-03,202134813.73062035,Massachusetts
2024-01-04,183319014.9784361,Massachusetts
2024-01-05,187909601.5357249,Massachusetts
2024-01-06,194249445.63062218,Massachusetts
2024-01-07,188238398.93551198,Massachusetts
2024-01-08,189981740.10956305,Massachusetts
2024-01-09,185476697.06412062,Massachusetts
2024-01-10,197337276.28941354,Massachusetts
2024-01-11,178579911.2207724,Massachusetts
2024-01-12,183339468.3822414,Massachusetts
2024-01-13,189952111.88311285,Massachusetts
2024-01-14,184308058.6180937,Massachusetts
2024-01-15,186500323.20112187,Massachusetts
2024-01-16,182511613.95577815,Massachusetts
2024-01-17,194939601.2113462,Massachusetts
2024-01-18,176783056.91887924,Massachusetts
2024-01-19,182158389.8632524,Massachusetts
2024-01-20,189383061.51113752,Massachusetts
2024-01-21,184328898.69008937,Massachusetts
2024-01-22,187071385.82140955,Massachusetts
2024-01-23,183577082.0453614,Massachusetts
2024-01-24,196429369.2909709,Massachusetts
2024-01-25,178615016.32958472,Massachusetts
2024-01-26,184241070.74393025,Massachusetts
2024-01-27,191618553.4881892,Massachusetts
2024-01-28,186615964.15141118,Massachusetts
2023-12-04,290891764.1570387,Michigan
2023-12-05,283068892.2748608,Michigan
2023-12-06,307860253.540712,Michigan
2023-12-07,273385049.6824497,Michigan
2023-12-08,279842274.99587506,Michigan
2023-12-09,288829628.7190155,Michigan
2023-12-10,288335972.2968904,Michigan
2023-12-11,290822632.58722144,Michigan
2023-12-12,283916811.9494226,Michigan
2023-12-13,309646447.98121536,Michigan
2023-12-14,276100929.2618352,Michigan
2023-12-15,283449772.9155565,Michigan
2023-12-16,293262396.61953086,Michigan
2023-12-17,293501393.8613657,Michigan
2023-12-18,296604590.2222773,Michigan
2023-12-19,290179120.3933872,Michigan
2023-12-20,316236850.08759975,Michigan
2023-12-21,282855533.75531316,Michigan
2023-12-22,290197802.0512618,Michigan
2023-12-23,299831103.70501804,Michigan
2023-12-24,299721006.74027693,Michigan
2023-12-25,302313137.14565086,Michigan
2023-12-26,295226999.1959024,Michigan
2023-12-27,320491010.0737518,Michigan
2023-12-28,286203151.9266747,Michigan
2023-12-29,292549350.88271797,Michigan
2023-12-30,301122726.14583313,Michigan
2023-12-31,299916134.9054588,Michigan
2024-01-01,301403313.67865646,Michigan
2024-01-02,293231883.83487386,Michigan
2024-01-03,317457577.87312245,Michigan
2024-01-04,282204113.1581342,Michigan
2024-01-05,287680845.19038534,Michigan
2024-01-06,295501364.40081567,Michigan
2024-01-07,293675480.7992414,Michigan
2024-01-08,294689912.8841837,Michigan
2024-01-09,286200961.0958284,Michigan
2024-01-10,310268531.31476915,Michigan
2024-01-11,275015940.1987352,Michigan
2024-01-12,280647635.5453396,Michigan
2024-01-13,288767992.79669726,Michigan
2024-01-14,287373625.2608256,Michigan
2024-01-15,288934514.0314989,Michigan
2024-01-16,281087224.12814146,Michigan
2024-01-17,305869555.66670555,Michigan
2024-01-18,271381042.7477419,Michigan
2024-01-19,277801412.29187196,Michigan
2024-01-20,286710141.75597465,Michigan
2024-01-21,286079530.5546553,Michigan
2024-01-22,288356568.51834524,Michigan
2024-01-23,281156846.02555555,Michigan
2024-01-24,306499834.1464378,Michigan
2024-01-25,272469929.0061918,Michigan
2024-01-26,279235356.6638944,Michigan
2024-01-27,288368064.49821657,Michigan
2024-01-28,287837004.351716,Michigan
2023-12-04,157527705.74548563,Minnesota
2023-12-05,153151848.14888266,Minnesota
2023-12-06,165419423.2997961,Minnesota
2023-12-07,147391190.46681693,Minnesota
2023-12-08,152011204.48908317,Minnesota
2023-12-09,155490683.1988099,Minnesota
2023-12-10,155270209.029496,Minnesota
2023-12-11,157872495.50116125,Minnesota
2023-12-12,153954124.57404387,Minnesota
2023-12-13,166687832.48631623,Minnesota
2023-12-14,149118002.37927818,Minnesota
2023-12-15,154172515.88772693,Minnesota
2023-12-16,158047112.3127732,Minnesota
2023-12-17,158168058.90405458,Minnesota
2023-12-18,161045349.24090493,Minnesota
2023-12-19,157324823.1478702,Minnesota
2023-12-20,170170774.7089264,Minnesota
2023-12-21,152621697.45257947,Minnesota
2023-12-22,157602311.74097118,Minnesota
2023-12-23,161308018.1168263,Minnesota
2023-12-24,161167577.69167584,Minnesota
2023-12-25,163696236.59759745,Minnesota
2023-12-26,159547690.4427276,Minnesota
2023-12-27,171896460.22220808,Minnesota
2023-12-28,153793335.88109663,Minnesota
2023-12-29,158177041.70075813,Minnesota
2023-12-30,161258278.1466037,Minnesota
2023-12-31,160481953.5566317,Minnesota
2024-01-01,162379836.04681155,Minnesota
2024-01-02,157622035.5766804,Minnesota
2024-01-03,169398901.87876397,Minnesota
2024-01-04,150776008.52116394,Minnesota
2024-01-05,154705390.76149654,Minnesota
2024-01-06,157409204.33313456,Minnesota
2024-01-07,156341629.70019147,Minnesota
2024-01-08,158041261.6458623,Minnesota
2024-01-09,153182401.68022308,Minnesota
2024-01-10,164956844.35598767,Minnesota
2024-01-11,146428830.83375955,Minnesota
2024-01-12,150546338.0320769,Minnesota
2024-01-13,153524868.7704001,Minnesota
2024-01-14,152809563.35841563,Minnesota
2024-01-15,154927866.1839756,Minnesota
2024-01-16,150541156.44264704,Minnesota
2024-01-17,162826923.9650928,Minnesota
2024-01-18,144834151.87132102,Minnesota
2024-01-19,149495061.63443178,Minnesota
2024-01-20,153009372.44811362,Minnesota
2024-01-21,152806881.47490042,Minnesota
2024-01-22,155400584.69557792,Minnesota
2024-01-23,151438734.1217938,Minnesota
2024-01-24,164087399.79236823,Minnesota
2024-01-25,146386186.95243615,Minnesota
2024-01-26,151260254.21037492,Minnesota
2024-01-27,154904776.6003472,Minnesota
2024-01-28,154747654.21625313,Minnesota
2023-12-04,129658050.25614671,Mississippi
2023-12-05,132989958.48554681,Mississippi
2023-12-06,129681178.38329422,Mississippi
2023-12-07,133254526.77351537,Mississippi
2023-12-08,132682654.18411216,Mississippi
2023-12-09,133401980.47756797,Mississippi
2023-12-10,127566859.17249441,Mississippi
2023-12-11,127766583.29843873,Mississippi
2023-12-12,131467457.78940143,Mississippi
2023-12-13,128577956.69400847,Mississippi
2023-12-14,132614334.13993728,Mississippi
2023-12-15,132541711.89302997,Mississippi
2023-12-16,133788178.04606114,Mississippi
2023-12-17,128499133.69316715,Mississippi
2023-12-18,129254495.88466166,Mississippi
2023-12-19,133510976.94538143,Mississippi
2023-12-20,131167453.2679047,Mississippi
2023-12-21,135730787.24879372,Mississippi
2023-12-22,136157119.9725019,Mississippi
2023-12-23,137866164.11884034,Mississippi
2023-12-24,132995729.19868946,Mississippi
2023-12-25,134119083.09571567,Mississippi
2023-12-26,138687366.22572005,Mississippi
2023-12-27,136595068.2972719,Mississippi
2023-12-28,141345928.93488005,Mississippi
2023-12-29,141894278.14427385,Mississippi
2023-12-30,143659345.28678823,Mississippi
2023-12-31,138779768.69201458,Mississippi
2024-01-01,139830910.7328235,Mississippi
2024-01-02,144267196.31504223,Mississippi
2024-01-03,141987487.14526922,Mississippi
2024-01-04,146500856.08649576,Mississippi
2024-01-05,146767781.20820203,Mississippi
2024-01-06,148214292.2983516,Mississippi
2024-01-07,142986306.42402264,Mississippi
2024-01-08,143666762.0540419,Mississippi
2024-01-09,147717774.48625857,Mississippi
2024-01-10,145045829.70290262,Mississippi
2024-01-11,149167385.56464052,Mississippi
2024-01-12,149049904.26689744,Mississippi
2024-01-13,150125852.7473977,Mississippi
2024-01-14,144546911.05381736,Mississippi
2024-01-15,144901001.02417502,Mississippi
2024-01-16,148654360.20757076,Mississippi
2024-01-17,145716679.63329494,Mississippi
2024-01-18,149606675.09099427,Mississippi
2024-01-19,149293115.85953638,Mississippi
2024-01-20,150208846.86151204,Mississippi
2024-01-21,144505042.84803575,Mississippi
2024-01-22,144768304.92251554,Mississippi
2024-01-23,148462821.71797028,Mississippi
2024-01-24,145495610.73775217,Mississippi
2024-01-25,149382206.03875142,Mississippi
2024-01-26,149087812.43156666,Mississippi
2024-01-27,150041458.24614576,Mississippi
2024-01-28,144390381.29086155,Mississippi
2023-12-04,196154710.9367338,Missouri
2023-12-05,190002873.64838457,Missouri
2023-12-06,206765175.95093977,Missouri
2023-12-07,184955548.89229947,Missouri
2023-12-08,188433673.16120034,Missouri
2023-12-09,195399380.32555002,Missouri
2023-12-10,192963165.39383164,Missouri
2023-12-11,195998357.28543895,Missouri
2023-12-12,190632237.8189934,Missouri
2023-12-13,208200431.98815477,Missouri
2023-12-14,187192288.3941382,Missouri
2023-12-15,191442832.5798324,Missouri
2023-12-16,199127879.56363088,Missouri
2023-12-17,197335239.46860433,Missouri
2023-12-18,200917543.10031313,Missouri
2023-12-19,195983959.45999798,Missouri
2023-12-20,213855110.9747375,Missouri
2023-12-21,193008890.4423862,Missouri
2023-12-22,197272750.1053451,Missouri
2023-12-23,204819039.703502,Missouri
2023-12-24,202736321.1081079,Missouri
2023-12-25,205882183.41775,Missouri
2023-12-26,200374830.9406759,Missouri
2023-12-27,217547753.6655775,Missouri
2023-12-28,195895191.3157471,Missouri
2023-12-29,199263971.55973834,Missouri
2023-12-30,205848312.16272467,Missouri
2023-12-31,202760530.0050815,Missouri
2024-01-01,204883198.1383711,Missouri
2024-01-02,198360042.04220736,Missouri
2024-01-03,214549904.353164,Missouri
2024-01-04,191971509.18467453,Missouri
2024-01-05,194494626.42601448,Missouri
2024-01-06,200334244.84050325,Missouri
2024-01-07,196620714.60788965,Missouri
2024-01-08,198251416.3803871,Missouri
2024-01-09,191381261.6416552,Missouri
2024-01-10,207376364.61390716,Missouri
2024-01-11,184758624.84326214,Missouri
2024-01-12,187396825.67991784,Missouri
2024-01-13,193500858.9874583,Missouri
2024-01-14,190192034.89335078,Missouri
2024-01-15,192355028.5246306,Missouri
2024-01-16,186128760.2641516,Missouri
2024-01-17,202860538.6228679,Missouri
2024-01-18,181051191.1477371,Missouri
2024-01-19,184546772.70317644,Missouri
2024-01-20,191533443.87502787,Missouri
2024-01-21,189108459.52478278,Missouri
2024-01-22,192132799.99254012,Missouri
2024-01-23,186722721.9363504,Missouri
2024-01-24,204204538.81472743,Missouri
2024-01-25,183060338.34045097,Missouri
2024-01-26,187120209.6711194,Missouri
2024-01-27,194557558.49542925,Missouri
2024-01-28,192460437.85162386,Missouri
2023-12-04,63820666.24475176,Nebraska
2023-12-05,64052980.82203772,Nebraska
2023-12-06,63003969.854459874,Nebraska
2023-12-07,64772329.4562304,Nebraska
2023-12-08,64471742.636695184,Nebraska
2023-12-09,64963635.55453503,Nebraska
2023-12-10,63022389.67729314,Nebraska
2023-12-11,64288759.06871516,Nebraska
2023-12-12,64908424.59357176,Nebraska
2023-12-13,64252375.58633961,Nebraska
2023-12-14,66411151.73183625,Nebraska
2023-12-15,66490264.05679568,Nebraska
2023-12-16,67343146.7270077,Nebraska
2023-12-17,65736560.93461014,Nebraska
2023-12-18,67304195.16046724,Nebraska
2023-12-19,68185388.88501643,Nebraska
2023-12-20,67745665.92530806,Nebraska
2023-12-21,70071106.24406819,Nebraska
2023-12-22,70263871.79769027,Nebraska
2023-12-23,71175235.44671331,Nebraska
2023-12-24,69571032.27410617,Nebraska
2023-12-25,71085276.44090216,Nebraska
2023-12-26,71858870.31107898,Nebraska
2023-12-27,71260092.50415441,Nebraska
2023-12-28,73378895.00939347,Nebraska
2023-12-29,73322326.98836087,Nebraska
2023-12-30,73947437.06252515,Nebraska
2023-12-31,72026576.84205902,Nebraska
2024-01-01,73200852.7788959,Nebraska
2024-01-02,73618657.46449804,Nebraska
2024-01-03,72655971.73364854,Nebraska
2024-01-04,74410472.59740235,Nebraska
2024-01-05,73996769.5744446,Nebraska
2024-01-06,74279126.07961875,Nebraska
2024-01-07,72036593.27621917,Nebraska
2024-01-08,72916307.78936121,Nebraska
2024-01-09,73071888.26401414,Nebraska
2024-01-10,71883625.43913653,Nebraska
2024-01-11,73452503.43242899,Nebraska
2024-01-12,72895376.76879092,Nebraska
2024-01-13,73077661.02046433,Nebraska
2024-01-14,70778464.89199811,Nebraska
2024-01-15,71643914.78689767,Nebraska
2024-01-16,71825605.70783043,Nebraska
2024-01-17,70700871.29762957,Nebraska
2024-01-18,72366908.17575271,Nebraska
2024-01-19,71936075.96480928,Nebraska
2024-01-20,72268727.22973198,Nebraska
2024-01-21,70138491.11634845,Nebraska
2024-01-22,71185757.39461681,Nebraska
2024-01-23,71556290.26487985,Nebraska
2024-01-24,70621660.20492011,Nebraska
2024-01-25,72473524.57419488,Nebraska
2024-01-26,72219074.1450683,Nebraska
2024-01-27,72713995.88812515,Nebraska
2024-01-28,70727872.33783285,Nebraska
2023-12-04,101066447.70630936,Nevada
2023-12-05,98875675.08166267,Nevada
2023-12-06,107344661.67374377,Nevada
2023-12-07,94792478.07666644,Nevada
2023-12-08,97789259.40997972,Nevada
2023-12-09,101364766.16414848,Nevada
2023-12-10,97759682.83713381,Nevada
2023-12-11,99844955.97995809,Nevada
2023-12-12,97894004.09478103,Nevada
2023-12-13,106630275.46643823,Nevada
2023-12-14,94365102.40586627,Nevada
2023-12-15,97660345.98217443,Nevada
2023-12-16,101537200.37309426,Nevada
2023-12-17,98227741.7375732,Nevada
2023-12-18,100594515.99547851,Nevada
2023-12-19,98902990.77541791,Nevada
2023-12-20,107869340.68227233,Nevada
2023-12-21,95798507.88592859,Nevada
2023-12-22,99247026.26935478,Nevada
2023-12-23,103231973.22919267,Nevada
2023-12-24,99982629.94345738,Nevada
2023-12-25,102360141.46081759,Nevada
2023-12-26,100629999.98938042,Nevada
2023-12-27,109509819.84667306,Nevada
2023-12-28,97307346.5961638,Nevada
2023-12-29,100583190.32352948,Nevada
2023-12-30,104359650.0026562,Nevada
2023-12-31,100872213.67282614,Nevada
2024-01-01,102989030.62962253,Nevada
2024-01-02,100983184.6438068,Nevada
2024-01-03,109580242.93720515,Nevada
2024-01-04,97096030.14840424,Nevada
2024-01-05,100099124.19683982,Nevada
2024-01-06,103619447.9918704,Nevada
2024-01-07,99899548.54334676,Nevada
2024-01-08,101813866.15124696,Nevada
2024-01-09,99640828.61188671,Nevada
2024-01-10,108110250.37234953,Nevada
2024-01-11,95540990.19480754,Nevada
2024-01-12,98503367.56951249,Nevada
2024-01-13,102027714.05859303,Nevada
2024-01-14,98355652.20460957,Nevada
2024-01-15,100359404.56785254,Nevada
2024-01-16,98313966.5345683,Nevada
2024-01-17,106944620.3845059,Nevada
2024-01-18,94564740.66516414,Nevada
2024-01-19,97738386.62754658,Nevada
2024-01-20,101489052.58504917,Nevada
2024-01-21,98051162.82947774,Nevada
2024-01-22,100289607.16399963,Nevada
2024-01-23,98472143.87906758,Nevada
2024-01-24,107317140.7331012,Nevada
2024-01-25,95131597.14859489,Nevada
2024-01-26,98473936.83725496,Nevada
2024-01-27,102362935.658965,Nevada
2024-01-28,99029365.95815417,Nevada
2023-12-04,56298660.08152353,New Hampshire
2023-12-05,54712801.01068952,New Hampshire
2023-12-06,58593020.260996066,New Hampshire
2023-12-07,53055406.21833695,New Hampshire
2023-12-08,54480196.52527109,New Hampshire
2023-12-09,56230197.55864195,New Hampshire
2023-12-10,55455131.97447077,New Hampshire
2023-12-11,56297105.378706746,New Hampshire
2023-12-12,54889305.29359001,New Hampshire
2023-12-13,58953457.59976613,New Hampshire
2023-12-14,53599633.09687205,New Hampshire
2023-12-15,55202065.55503622,New Hampshire
2023-12-16,57117750.38225552,New Hampshire
2023-12-17,56490964.44002649,New Hampshire
2023-12-18,57458893.07412744,New Hampshire
2023-12-19,56150472.91585634,New Hampshire
2023-12-20,60283971.52775552,New Hampshire
2023-12-21,54966893.05580388,New Hampshire
2023-12-22,56571868.50432176,New Hampshire
2023-12-23,58455297.802295275,New Hampshire
2023-12-24,57761883.091871694,New Hampshire
2023-12-25,58630239.08523875,New Hampshire
2023-12-26,57191689.70984176,New Hampshire
2023-12-27,61167773.6400989,New Hampshire
2023-12-28,55670050.214682996,New Hampshire
2023-12-29,57075867.43180809,New Hampshire
2023-12-30,58746862.9149792,New Hampshire
2023-12-31,57833341.53678288,New Hampshire
2024-01-01,58479720.21318941,New Hampshire
2024-01-02,56823154.02113663,New Hampshire
2024-01-03,60590871.29506982,New Hampshire
2024-01-04,54899814.23173779,New Hampshire
2024-01-05,56132251.552766554,New Hampshire
2024-01-06,57654138.65819077,New Hampshire
2024-01-07,56619373.051108256,New Hampshire
2024-01-08,57175139.07220846,New Hampshire
2024-01-09,55460458.953880906,New Hampshire
2024-01-10,59203479.95706773,New Hampshire
2024-01-11,53521095.41779922,New Hampshire
2024-01-12,54794566.705873124,New Hampshire
2024-01-13,56387921.12637778,New Hampshire
2024-01-14,55452272.3017012,New Hampshire
2024-01-15,56131255.028177865,New Hampshire
2024-01-16,54559688.83567231,New Hampshire
2024-01-17,58460996.576753385,New Hampshire
2024-01-18,52946971.8864605,New Hampshire
2024-01-19,54393558.09768649,New Hampshire
2024-01-20,56159408.9261508,New Hampshire
2024-01-21,55390372.586881086,New Hampshire
2024-01-22,56225086.44554362,New Hampshire
2024-01-23,54793791.6718789,New Hampshire
2024-01-24,58815889.73155147,New Hampshire
2024-01-25,53399830.468139455,New Hampshire
2024-01-26,54918990.7939464,New Hampshire
2024-01-27,56730311.36271805,New Hampshire
2024-01-28,55978830.65762957,New Hampshire
2023-12-04,72444457.48629694,New Mexico
2023-12-05,70978162.85818812,New Mexico
2023-12-06,76525429.06855823,New Mexico
2023-12-07,69179180.59450468,New Mexico
2023-12-08,70372766.47873354,New Mexico
2023-12-09,72458823.63337629,New Mexico
2023-12-10,71526900.19110331,New Mexico
2023-12-11,72128899.99800691,New Mexico
2023-12-12,70892296.05898854,New Mexico
2023-12-13,76677341.08692372,New Mexico
2023-12-14,69569886.4082088,New Mexico
2023-12-15,70996169.37488532,New Mexico
2023-12-16,73301883.26757357,New Mexico
2023-12-17,72570001.87938318,New Mexico
2023-12-18,73346414.10541935,New Mexico
2023-12-19,72253310.91040672,New Mexico
2023-12-20,78146547.87307787,New Mexico
2023-12-21,71108590.23458157,New Mexico
2023-12-22,72563397.02739984,New Mexico
2023-12-23,74855555.54695429,New Mexico
2023-12-24,74068136.56466529,New Mexico
2023-12-25,74748324.7944386,New Mexico
2023-12-26,73520767.17599683,New Mexico
2023-12-27,79244863.35854809,New Mexico
2023-12-28,72007607.4580347,New Mexico
2023-12-29,73238340.70632151,New Mexico
2023-12-30,75287730.10607632,New Mexico
2023-12-31,74245448.03594595,New Mexico
2024-01-01,74665612.43098255,New Mexico
2024-01-02,73179935.6280969,New Mexico
2024-01-03,78654812.04516917,New Mexico
2024-01-04,71183959.63980953,New Mexico
2024-01-05,72202980.55941941,New Mexico
2024-01-06,74068161.64104016,New Mexico
2024-01-07,72873994.8429402,New Mexico
2024-01-08,73178481.81501062,New Mexico
2024-01-09,71616174.59122759,New Mexico
2024-01-10,77055185.66745116,New Mexico
2024-01-11,69589784.61625074,New Mexico
2024-01-12,70654947.90471736,New Mexico
2024-01-13,72605182.84064007,New Mexico
2024-01-14,71532105.00227113,New Mexico
2024-01-15,71989831.65813114,New Mexico
2024-01-16,70608140.53842315,New Mexico
2024-01-17,76249623.751493,New Mexico
2024-01-18,69002449.78274287,New Mexico
2024-01-19,70295095.40371734,New Mexico
2024-01-20,72475363.09553272,New Mexico
2024-01-21,71628157.69200522,New Mexico
2024-01-22,72301078.93334477,New Mexico
2024-01-23,71117773.47943035,New Mexico
2024-01-24,76935270.53554815,New Mexico
2024-01-25,69836908.72055736,New Mexico
2024-01-26,71247211.1868327,New Mexico
2024-01-27,73511020.40427645,New Mexico
2024-01-28,72711362.87113601,New Mexico
2023-12-04,440697979.40091306,New York
2023-12-05,427605769.711597,New York
2023-12-06,460620088.3237735,New York
2023-12-07,410701882.17241704,New York
2023-12-08,421392028.9600083,New York
2023-12-09,436072315.062513,New York
2023-12-10,427030602.37695664,New York
2023-12-11,437120895.46268094,New York
2023-12-12,425357905.2662803,New York
2023-12-13,459801581.71662045,New York
2023-12-14,411364543.92631626,New York
2023-12-15,423538237.4576767,New York
2023-12-16,439655371.3325744,New York
2023-12-17,431956520.87733597,New York
2023-12-18,443251566.7070986,New York
2023-12-19,432515527.2026795,New York
2023-12-20,467774221.0319837,New York
2023-12-21,419912656.92766297,New York
2023-12-22,432401953.7524407,New York
2023-12-23,448562322.9222915,New York
2023-12-24,440629985.060044,New York
2023-12-25,451418683.7154749,New York
2023-12-26,439915352.9846307,New York
2023-12-27,474165381.96628445,New York
2023-12-28,425080386.357239,New York
2023-12-29,436164309.58491254,New York
2023-12-30,450775410.6165753,New York
2023-12-31,441192040.31455374,New York
2024-01-01,450272903.2377994,New York
2024-01-02,437051398.81165725,New York
2024-01-03,469619523.86658376,New York
2024-01-04,418934286.71760285,New York
2024-01-05,428542494.7187215,New York
